from_mcd_id,to_mcd_id,distance_meters
61,97,3399.046137209395
61,101,3330.1983509131405
61,102,3586.4925036317104
61,103,4670.417235527067
61,104,3822.1518975145464
61,105,4817.912931487313
61,106,5261.7025634848815
61,107,5834.9931980828305
63,1,8080.2803835208915
63,2,6952.907320348983
63,4,8538.943963727155
63,5,6836.164747517122
63,6,7181.331547010483
63,10,9665.707442935374
63,12,7250.737174811196
63,14,10576.002018990379
63,16,5219.020182320545
63,17,6116.21119557341
63,20,11494.345556005695
63,22,4469.386454694698
63,24,5768.961466658812
63,29,4661.060767621527
63,36,13392.449405240073
63,38,2466.873895766194
63,40,13901.59185504263
63,43,3876.013213058075
63,49,2748.921312873424
63,51,1118.8753540103621
63,53,916.2993920769544
63,55,2106.1187307851696
63,58,1413.762256260672
63,59,948.2561241585162
63,61,456.98943959917153
63,64,859.6179936246123
63,65,436.6232987497186
63,70,555.9238648193253
63,71,828.6038986300409
63,73,998.6999454349901
63,75,2032.91735156034
63,80,1480.7964639122204
63,81,1968.56187124963
63,84,2075.694868322597
63,85,1964.0772212366176
63,87,2987.738388509915
63,91,2445.4494139026237
63,93,2495.94904232025
63,97,3557.5494367253273
63,101,3488.7016504290727
63,102,3542.682170681098
63,103,4825.456188042546
63,104,3980.6551970304786
63,105,4976.416231003244
63,106,5008.123395340012
63,107,5851.566528406482
64,1,8219.168968578773
64,2,7091.795905406865
64,4,9157.470721722277
64,5,7236.989889017602
64,6,7799.8583050056
64,10,10284.234200930496
64,12,6677.331593357111
64,14,11038.086540397577
64,16,5837.546940315663
64,17,5537.84781018181
64,20,11956.430077412893
64,22,5087.913212689816
64,24,5187.178278736735
64,29,4077.920022905659
64,36,13854.533926647271
64,38,3085.4006537613127
64,40,14182.44296458218
64,43,3177.1137721601567
64,49,1889.810244137259
64,51,1805.6951375872345
64,53,1269.2033468717332
64,55,1247.0076620490045
64,58,558.1690056656556
64,59,715.3522898919507
64,61,701.1146941086804
64,63,859.6179936246123
64,65,748.6679894007535
64,70,1414.2975342243005
64,71,1140.4346967008332
64,73,1308.8764918999855
64,75,1339.4460957687793
64,80,1426.0650829768988
64,81,1426.1672165693092
64,84,1634.8698821990492
64,85,1909.3458403012955
64,87,2546.9134023863653
64,91,2004.6244277790756
64,93,2441.217661384928
64,97,3116.7244506017796
64,101,3047.876664305524
64,102,3705.826558827198
64,103,4388.095548919452
64,104,3539.83021090693
64,105,4535.591244879698
64,106,5197.323055938394
64,107,5583.649672986666
65,1,8268.507130952505
65,2,7141.134067780597
65,4,8782.87162710684
65,5,7024.391494948737
65,6,7425.259210390165
65,10,9909.63510631506
65,12,7250.642944654175
65,14,10819.929682370064
65,16,5462.947845700228
65,17,6116.116965416389
65,20,11738.27321938538
65,22,4713.3141180743805
65,24,5768.867236501791
65,29,4660.966537464506
65,36,13636.377068619759
65,38,2710.801559145877
65,40,14089.818602474244
65,43,3875.918982901054
65,49,2637.940173375038
65,51,1431.0960429717989
65,53,894.6042522562974
65,55,1995.1375912867836
65,58,1303.9037043819349
65,59,838.397572279779
65,61,347.1308877204343
65,63,436.6232987497186
65,64,748.6679894007535
65,70,665.7913706855634
65,71,391.9805998803224
65,73,562.0766466852716
65,75,1635.0869039237339
65,80,1082.9660162756143
65,81,1570.7314236130237
65,84,1677.8644206859904
65,85,1566.2467736000112
65,87,2589.9079408733082
65,91,2047.6189662660172
65,93,2098.1185946836436
65,97,3159.7189890887207
65,101,3090.871202792466
65,102,3239.3616159112757
65,103,4431.090087406393
65,104,3582.824749393872
65,105,4578.585783366639
65,106,4914.571675764447
65,107,5584.0100875733915
70,1,8636.204248340218
70,2,7508.831185168309
70,4,9094.867828546483
70,5,7392.088612336448
70,6,7737.255411829807
70,10,10221.631307754702
70,12,7806.661039630522
70,14,11131.925883809707
70,16,5774.944047139869
70,17,6672.135060392736
70,20,12050.269420825023
70,22,5025.310319514022
70,24,6324.885331478137
70,29,5216.984632440853
70,36,13948.373270059401
70,38,3022.7977605855194
70,40,14457.515719861954
70,43,4431.937077877401
70,49,3303.3930286288273
70,51,1674.7992188296876
70,53,1472.2232568962797
70,55,2660.590446540573
70,58,1969.6861210799975
70,59,1504.1799889778415
70,61,1012.9133044184969
70,63,555.9238648193253
70,64,1414.2975342243005
70,65,665.7913706855634
70,71,274.4927779673362
70,73,443.3692907372707
70,75,1624.5109231572821
70,80,1072.3900355091628
70,81,1560.155442846572
70,84,1667.2884399195386
70,85,1555.6707928335595
70,87,2579.331960106856
70,91,2037.0429854995655
70,93,2087.5426139171914
70,97,3149.1430083222685
70,101,3080.295222026014
70,102,2986.758305861773
70,103,4269.532323223222
70,104,3572.24876862742
70,105,4568.009802600188
70,106,4452.199530520688
70,107,5295.642663587158
71,1,8660.487730832829
71,2,7533.11466766092
71,4,9174.852226987165
71,5,7416.372094829059
71,6,7817.239810270487
71,10,10301.615706195384
71,12,7642.623544534499
71,14,11211.910282250388
71,16,5854.92844558055
71,17,6508.097565296713
71,20,12130.253819265705
71,22,5105.294717954703
71,24,6160.847836382114
71,29,5052.947137344829
71,36,14028.357668500083
71,38,3102.7821590261997
71,40,14481.799202354565
71,43,4267.899582781377
71,49,3029.53019110536
71,51,1823.0766428521215
71,53,1286.58485213662
71,55,2386.727609017106
71,58,1695.8843042622575
71,59,1230.3781721601013
71,61,739.1114876007567
71,63,828.6038986300409
71,64,1140.4346967008332
71,65,391.9805998803224
71,70,274.4927779673362
71,73,170.0960468049492
71,75,1350.018145189946
71,80,797.8972575418264
71,81,1285.6626648792358
71,84,1392.7956619522024
71,85,1281.1780148662233
71,87,2304.83918213952
71,91,1762.5502075322293
71,93,1813.0498359498554
71,97,2874.6502303549323
71,101,2805.802444058678
71,102,2847.381016030954
71,103,4130.155033392405
71,104,3297.7559906600836
71,105,4293.517024632852
71,106,4522.591075884124
71,107,5192.029487693068
73,1,8830.583777637781
73,2,7703.21071446587
73,4,9344.948273792112
73,5,7586.468141634009
73,6,7987.3358570754335
73,10,10471.71175300033
73,12,7812.719591339446
73,14,11382.006329055335
73,16,6025.024492385496
73,17,6678.19361210166
73,20,12300.349866070652
73,22,5275.390764759649
73,24,6330.943883187062
73,29,5223.0431841497775
73,36,14198.45371530503
73,38,3272.8782058311463
73,40,14651.895249159516
73,43,4437.995629586326
73,49,3197.8324869049097
73,51,1993.1726896570704
73,53,1456.680898941569
73,55,2555.029904816655
73,58,1865.9803510672066
73,59,1400.4742189650506
73,61,909.2075344057058
73,63,998.6999454349901
73,64,1308.8764918999855
73,65,562.0766466852716
73,70,443.3692907372707
73,71,170.0960468049492
73,75,1337.9238312727666
73,80,664.9559318378919
73,81,1171.5647120222784
73,84,1278.697709095245
73,85,1148.080161321346
73,87,2190.741229282562
73,91,1648.4522546752717
73,93,1679.9519824049783
73,97,2760.5522774979745
73,101,2691.70449120172
73,102,2677.2849692260047
73,103,3960.058986587456
73,104,3183.658037803126
73,105,4179.419071775894
73,106,4352.495029079175
73,107,5021.93344088812
75,1,9510.93603902451
75,2,8415.453825502245
75,4,10330.770079658003
75,5,8560.647809112981
75,6,8973.157662941327
75,10,11457.533558866222
75,12,6805.109932216642
75,14,12255.32864122851
75,16,7010.84629825139
75,17,5665.009632693611
75,20,13102.904645195733
75,22,6261.212570625543
75,24,5279.978102278535
75,29,4203.075185464639
75,36,14752.740237512695
75,38,4258.700011697039
75,40,15046.475614783958
75,43,3268.9011317729814
75,49,2021.6580461625542
75,51,2978.994495522962
75,53,2442.502704807461
75,55,1367.1125560381965
75,58,1576.9117190229813
75,59,2043.7913139617062
75,61,1874.4140520444084
75,63,2032.91735156034
75,64,1339.4460957687793
75,65,1635.0869039237339
75,70,1624.5109231572821
75,71,1350.018145189946
75,73,1337.9238312727666
75,80,1323.4320039154895
75,81,695.5022267677273
75,84,1254.7706385790516
75,85,1804.6914172933666
75,87,1231.1943679826973
75,91,1686.6054096755083
75,93,2334.6312514714864
75,97,1922.1702393577837
75,101,2363.390470362623
75,102,3541.177528825731
75,103,3675.9792126709744
75,104,2561.3429354305526
75,105,3566.811676320327
75,106,4780.745968103122
75,107,4899.163479043762
80,1,9264.284695855551
80,2,8136.911632683642
80,4,9778.649192009882
80,5,8020.169059851782
80,6,8421.036775293205
80,10,10905.4126712181
80,12,8102.542427201675
80,14,11815.707247273105
80,16,6458.725410603269
80,17,6963.058644026373
80,20,12734.050784288422
80,22,5709.091682977421
80,24,6601.768672620167
80,29,5503.130856750224
80,36,14632.1546335228
80,38,3706.579124048919
80,40,15085.596167377287
80,43,4590.691702114614
80,49,3315.021077981823
80,51,2426.8736078748425
80,53,1890.3818171593416
80,55,2672.218495893568
80,58,1983.6148955171116
80,59,1520.7724844797071
80,61,1322.2931643962886
80,63,1480.7964639122204
80,64,1426.0650829768988
80,65,1082.9660162756143
80,70,1072.3900355091628
80,71,797.8972575418264
80,73,664.9559318378919
80,75,1323.4320039154895
80,81,628.2239591081899
80,84,735.3569561811564
80,85,483.2807573243969
80,87,1647.4004763684738
80,91,1105.1115017611833
80,93,1015.1525784080292
80,97,2217.2115245838863
80,101,2148.363738287632
80,102,2349.8429242812867
80,103,3450.8255793858793
80,104,2640.3172848890376
80,105,3636.0783188618057
80,106,3995.2151992089066
80,107,4512.700033686544
81,1,9640.655691991373
81,2,8513.282628819465
81,4,10266.414599347292
81,5,8507.934467189192
81,6,8908.802182630616
81,10,11393.178078555511
81,12,7487.230206138376
81,14,12303.472654610516
81,16,6946.490817940679
81,17,6347.129906615345
81,20,13221.816191625832
81,22,6196.857090314832
81,24,5974.275690503903
81,29,4885.478802548485
81,36,15038.531731353412
81,38,4194.3445313863285
81,40,15332.267108624674
81,43,3963.19871999835
81,49,2697.3690237800843
81,51,2914.6390152122517
81,53,2378.147224496751
81,55,2053.6910232051823
81,58,1671.85313995866
81,59,2008.5378918171166
81,61,1810.0585717336983
81,63,1968.56187124963
81,64,1426.1672165693092
81,65,1570.7314236130237
81,70,1560.155442846572
81,71,1285.6626648792358
81,73,1171.5647120222784
81,75,695.5022267677273
81,80,628.2239591081899
81,84,559.5072950493872
81,85,1109.4280737637023
81,87,1143.4394272566594
81,91,991.6569093261896
81,93,1639.6827511221672
81,97,1831.7061515831238
81,101,1823.967090323265
81,102,2846.3505624926565
81,103,3164.185974937194
81,104,2262.3171606975407
81,105,3258.0781946703078
81,106,4156.003410983488
81,107,4359.740099004406
84,1,9854.038850777824
84,2,8726.665787605916
84,4,10373.54759642026
84,5,8615.067464262158
84,6,9015.935179703583
84,10,11500.311075628479
84,12,8037.581158951075
84,14,12410.605651683483
84,16,7053.623815013647
84,17,6898.097375775774
84,20,13328.9491886988
84,22,6303.9900873878
84,24,6533.782985553292
84,29,5438.1695884996225
84,36,15227.053037933178
84,38,4301.477528459296
84,40,15632.728341888967
84,43,4522.706015047737
84,49,3250.0598097312227
84,51,3021.7720122852184
84,53,2485.2802215697175
84,55,2607.257227642968
84,58,1918.6536272665112
84,59,2115.670888890083
84,61,1917.191568806665
84,63,2075.694868322597
84,64,1634.8698821990492
84,65,1677.8644206859904
84,70,1667.2884399195386
84,71,1392.7956619522024
84,73,1278.697709095245
84,75,1254.7706385790516
84,80,735.3569561811564
84,81,559.5072950493872
84,85,549.9207787143151
84,87,912.0435201873175
84,91,590.9198663113731
84,93,1081.4938840421466
84,97,1595.4521989789066
84,101,1566.2446976038277
84,102,2345.1235997103795
84,103,2906.463582217755
84,104,2025.4423429538379
84,105,3021.2033769266036
84,106,3783.618494470691
84,107,4102.017706284968
85,1,9747.56545317995
85,2,8620.192390008042
85,4,10261.929949334279
85,5,8503.449817176179
85,6,8904.317532617602
85,10,11388.693428542498
85,12,8585.82318452607
85,14,12298.988004597502
85,16,6942.006167927667
85,17,7446.3394013507705
85,20,13217.331541612819
85,22,6192.37244030182
85,24,7083.703764267607
85,29,5986.411614074619
85,36,15115.435390847197
85,38,4189.859881373316
85,40,15568.876924701683
85,43,5072.626793762051
85,49,3798.3018353062184
85,51,2910.1543651992392
85,53,2373.6625744837384
85,55,3155.4992532179635
85,58,2466.895652841508
85,59,2004.0532418041041
85,61,1805.5739217206858
85,63,1964.0772212366176
85,64,1909.3458403012955
85,65,1566.2467736000112
85,70,1555.6707928335595
85,71,1281.1780148662233
85,73,1148.080161321346
85,75,1804.6914172933666
85,80,483.2807573243969
85,81,1109.4280737637023
85,84,549.9207787143151
85,87,1461.6511123244152
85,91,769.0136974087488
85,93,531.8718210836322
85,97,1881.1137202314524
85,101,1812.2659339351978
85,102,1866.56216695689
85,103,2967.544822061483
85,104,2304.219480536604
85,105,3299.9805145093715
85,106,3511.9344418845103
85,107,4029.4192763621472
87,1,10530.160216201099
87,2,9549.71618568077
87,4,11285.591116607577
87,5,9527.110984449475
87,6,9927.9786998909
87,10,12412.354595815796
87,12,7918.5770660483695
87,14,13274.552818405107
87,16,7965.667335200965
87,17,6778.4767665253385
87,20,14122.12882237232
87,22,7216.0336075751175
87,24,6087.364794240372
87,29,5406.888258923875
87,36,15771.964414689279
87,38,5213.521048646614
87,40,16065.69979196054
87,43,3682.5623937871396
87,49,3233.700471051605
87,51,3933.815532472536
87,53,3397.323741757035
87,55,2582.6081753985263
87,58,2792.4073383833124
87,59,3027.714409077401
87,61,2829.2350889939826
87,63,2987.738388509915
87,64,2546.9134023863653
87,65,2589.9079408733082
87,70,2579.331960106856
87,71,2304.83918213952
87,73,2190.741229282562
87,75,1231.1943679826973
87,80,1647.4004763684738
87,81,1143.4394272566594
87,84,912.0435201873175
87,85,1461.6511123244152
87,91,1342.2567246901453
87,93,1990.2825664861227
87,97,690.975871375086
87,101,1940.634922457728
87,102,3155.7410892242765
87,103,3253.223664766079
87,104,1331.1030892305191
87,105,2370.653118282634
87,106,4357.990420198227
87,107,4422.345004771275
91,1,10223.793396357853
91,2,9096.420333185944
91,4,10743.302142000286
91,5,8984.822009842184
91,6,9385.68972528361
91,10,11870.065621208505
91,12,8478.887115464566
91,14,12780.36019726351
91,16,7423.378360593672
91,17,7338.786815941535
91,20,13698.703734278826
91,22,6673.744632967825
91,24,6965.932599830095
91,29,5877.135711874674
91,36,15596.807583513204
91,38,4671.232074039322
91,40,16050.249117367688
91,43,4954.85562932454
91,49,3689.025933106273
91,51,3391.5265578652447
91,53,2855.034767149744
91,55,3045.347932531371
91,58,2509.573493577884
91,59,2485.4254344701108
91,61,2286.9461143866915
91,63,2445.4494139026237
91,64,2004.6244277790756
91,65,2047.6189662660172
91,70,2037.0429854995655
91,71,1762.5502075322293
91,73,1648.4522546752717
91,75,1686.6054096755083
91,80,1105.1115017611833
91,81,991.6569093261896
91,84,590.9198663113731
91,85,769.0136974087488
91,87,1342.2567246901453
91,93,648.4795957124148
91,97,1112.1000228227042
91,101,1043.2522365264492
91,102,1883.0457796684864
91,103,2383.471121140376
91,104,1535.2057831278553
91,105,2530.9668171006215
91,106,3192.6986281593167
91,107,3579.025245207589
93,1,10279.437274263584
93,2,9152.064211091676
93,4,10793.801770417911
93,5,9035.321638259811
93,6,9436.189353701235
93,10,11920.56524962613
93,12,9117.695005609707
93,14,12830.859825681135
93,16,7473.877989011298
93,17,7978.211222434403
93,20,13749.203362696451
93,22,6724.244261385451
93,24,7613.95844162607
93,29,6518.283435158252
93,36,15647.307211930829
93,38,4721.7317024569475
93,40,16100.748745785315
93,43,5602.881471120517
93,49,4330.17365638985
93,51,3442.026186282871
93,53,2905.53439556737
93,55,3687.3710743015954
93,58,2998.7674739251393
93,59,2535.9250628877367
93,61,2337.445742804318
93,63,2495.94904232025
93,64,2441.217661384928
93,65,2098.1185946836436
93,70,2087.5426139171914
93,71,1813.0498359498554
93,73,1679.9519824049783
93,75,2334.6312514714864
93,80,1015.1525784080292
93,81,1639.6827511221672
93,84,1081.4938840421466
93,85,531.8718210836322
93,87,1990.2825664861227
93,91,648.4795957124148
93,97,1645.540655586223
93,101,1381.3833457885505
93,102,1334.690345873258
93,103,2435.673000977851
93,104,1904.5301839741678
93,105,2900.2912179469345
93,106,2980.0626208008784
93,107,3497.5474552785154
97,1,11221.136087576182
97,2,10208.520356008647
97,4,11855.402164822988
97,5,10096.922032664887
97,6,10497.789748106312
97,10,12982.165644031207
97,12,8609.552937423454
97,14,13892.460220086212
97,16,8535.478383416377
97,17,7469.452637900424
97,20,14810.803757101528
97,22,7785.844655790531
97,24,6778.3406656154575
97,29,6097.86413029896
97,36,16462.94028606436
97,38,5783.332096862027
97,40,16756.67566333562
97,43,4373.538265162224
97,49,3924.6763424266896
97,51,4503.626580687948
97,53,3967.1347899724474
97,55,3273.584046773613
97,58,3483.3832097583986
97,59,3597.5254572928134
97,61,3399.046137209395
97,63,3557.5494367253273
97,64,3116.7244506017796
97,65,3159.7189890887207
97,70,3149.1430083222685
97,71,2874.6502303549323
97,73,2760.5522774979745
97,75,1922.1702393577837
97,80,2217.2115245838863
97,81,1831.7061515831238
97,84,1595.4521989789066
97,85,1881.1137202314524
97,87,690.975871375086
97,91,1112.1000228227042
97,93,1645.540655586223
97,101,1418.9375483074866
97,102,2634.043715074036
97,103,2731.526290615838
97,104,808.3445332863148
97,105,1679.6772469075484
97,106,3836.2930460479865
97,107,3899.586448827071
101,1,11267.045632884297
101,2,10139.67256971239
101,4,11786.554378526735
101,5,10028.074246368633
101,6,10428.941961810058
101,10,12913.317857734954
101,12,9168.500402579264
101,14,13823.612433789958
101,16,8466.630597120124
101,17,8028.400103056234
101,20,14741.955970805275
101,22,7716.996869494276
101,24,7599.566460975394
101,29,6566.465655827262
101,36,16640.059820039645
101,38,5714.484310565773
101,40,17093.501353894128
101,43,5568.545495481434
101,49,4385.048516525176
101,51,4434.778794391694
101,53,3898.287003676193
101,55,3730.5030264008187
101,58,3474.1801507702226
101,59,3528.677670996559
101,61,3330.1983509131405
101,63,3488.7016504290727
101,64,3047.876664305524
101,65,3090.871202792466
101,70,3080.295222026014
101,71,2805.802444058678
101,73,2691.70449120172
101,75,2363.390470362623
101,80,2148.363738287632
101,81,1823.967090323265
101,84,1566.2446976038277
101,85,1812.2659339351978
101,87,1940.634922457728
101,91,1043.2522365264492
101,93,1381.3833457885505
101,97,1418.9375483074866
101,102,1215.8284502940446
101,103,1340.2188846139263
101,104,938.6032844166757
101,105,1634.8794827366185
101,106,2417.3554977404992
101,107,2535.7730086811393
102,1,11507.868746863782
102,2,10380.495683691874
102,4,12022.233243018114
102,5,10263.753110860012
102,6,10664.620826301438
102,10,13148.996722226333
102,12,10333.580768631033
102,14,14059.291298281338
102,16,8702.309461611503
102,17,9193.480469108003
102,20,14977.634835296654
102,22,7952.675733985657
102,24,8814.672627741944
102,29,7731.829365041142
102,36,16875.73868453102
102,38,5950.163175057153
102,40,17329.18021838551
102,43,6783.651662247983
102,49,5543.71958627274
102,51,4661.5575246914605
102,53,4133.965868167573
102,55,4900.041585697839
102,58,4263.376371367411
102,59,3870.615408760995
102,61,3586.4925036317104
102,63,3542.682170681098
102,64,3705.826558827198
102,65,3239.3616159112757
102,70,2986.758305861773
102,71,2847.381016030954
102,73,2677.2849692260047
102,75,3541.177528825731
102,80,2349.8429242812867
102,81,2846.3505624926565
102,84,2345.1235997103795
102,85,1866.56216695689
102,87,3155.7410892242765
102,91,1883.0457796684864
102,93,1334.690345873258
102,97,2634.043715074036
102,101,1215.8284502940446
102,103,1284.3789482889433
102,104,1994.859923589156
102,105,2110.224345747581
102,106,1675.2100598531697
102,107,2346.2534025896066
103,1,12607.264517498226
103,2,11479.891454326318
103,4,13126.773263140663
103,5,11368.293130982558
103,6,11769.160846423987
103,10,14253.536742348882
103,12,10481.08914488762
103,14,15163.831318403887
103,16,9806.849481734052
103,17,9340.988845364589
103,20,16082.174855419204
103,22,9057.215754108205
103,24,8912.155203283744
103,29,7879.054398135615
103,36,17980.27870465357
103,38,7054.703195179699
103,40,18433.72023850807
103,43,6881.134237789785
103,49,5697.637258833529
103,51,5774.99767900562
103,53,5238.5058882901185
103,55,5043.091768709172
103,58,4814.399035384151
103,59,4868.896555610487
103,61,4670.417235527067
103,63,4825.456188042546
103,64,4388.095548919452
103,65,4431.090087406393
103,70,4269.532323223222
103,71,4130.155033392405
103,73,3960.058986587456
103,75,3675.9792126709744
103,80,3450.8255793858793
103,81,3164.185974937194
103,84,2906.463582217755
103,85,2967.544822061483
103,87,3253.223664766079
103,91,2383.471121140376
103,93,2435.673000977851
103,97,2731.526290615838
103,101,1340.2188846139263
103,102,1284.3789482889433
103,104,1998.454310592638
103,105,1384.9484586967972
103,106,1201.6140404345879
103,107,1320.031551375228
104,1,11758.999179485703
104,2,10631.626116313795
104,4,12278.50792512814
104,5,10520.027792970039
104,6,10920.895508411464
104,10,13405.27140433636
104,12,9249.680155278887
104,14,14315.565980391364
104,16,8958.58414372153
104,17,8109.579855755857
104,20,15233.90951740668
104,22,8208.950416095682
104,24,7418.467883470891
104,29,6737.991348154394
104,36,17103.06750391979
104,38,6206.437857167179
104,40,17396.80288119105
104,43,5013.665483017658
104,49,4564.803560282124
104,51,4926.7323409931
104,53,4390.240550277598
104,55,3913.711264629046
104,58,3933.3777961202327
104,59,4020.6312175979647
104,61,3822.1518975145464
104,63,3980.6551970304786
104,64,3539.83021090693
104,65,3582.824749393872
104,70,3572.24876862742
104,71,3297.7559906600836
104,73,3183.658037803126
104,75,2561.3429354305526
104,80,2640.3172848890376
104,81,2262.3171606975407
104,84,2025.4423429538379
104,85,2304.219480536604
104,87,1331.1030892305191
104,91,1535.2057831278553
104,93,1904.5301839741678
104,97,808.3445332863148
104,101,938.6032844166757
104,102,1994.859923589156
104,103,1998.454310592638
104,105,1054.437693783981
104,106,3119.483979622403
104,107,3091.2419155407556
105,1,12754.760213458472
105,2,11627.387150286564
105,4,13274.268959100906
105,5,11515.788826942804
105,6,11916.65654238423
105,10,14401.032438309125
105,12,10289.230184331003
105,14,15311.32701436413
105,16,9954.345177694295
105,17,9149.129884807973
105,20,16229.670551379446
105,22,9204.71145006845
105,24,8458.017912523006
105,29,7769.886861784968
105,36,18127.774400613813
105,38,7202.198891139945
105,40,18436.352910243182
105,43,6053.2155120697735
105,49,5588.4697224828815
105,51,5922.493374965866
105,53,5386.001584250364
105,55,4933.924232358525
105,58,4929.138830092999
105,59,5016.392251570733
105,61,4817.912931487313
105,63,4976.416231003244
105,64,4535.591244879698
105,65,4578.585783366639
105,70,4568.009802600188
105,71,4293.517024632852
105,73,4179.419071775894
105,75,3566.811676320327
105,80,3636.0783188618057
105,81,3258.0781946703078
105,84,3021.2033769266036
105,85,3299.9805145093715
105,87,2370.653118282634
105,91,2530.9668171006215
105,93,2900.2912179469345
105,97,1679.6772469075484
105,101,1634.8794827366185
105,102,2110.224345747581
105,103,1384.9484586967972
105,104,1054.437693783981
105,106,2484.2507293136273
105,107,2366.2331168808973
106,1,13088.4037788609
106,2,11961.030715688992
106,4,13471.370350244042
106,5,11844.288142857135
106,6,12113.757933527366
106,10,14598.133829452261
106,12,11585.85590031977
106,14,15508.428405507266
106,16,10151.446568837431
106,17,10445.75560079674
106,20,16426.77194252258
106,22,9401.812841211586
106,24,10016.921958715895
106,29,8983.821153567762
106,36,18324.87579175695
106,38,7399.30028228308
106,40,18888.8852125279
106,43,7985.900993221934
106,49,6802.404014265678
106,51,6126.998749350376
106,53,5809.175928020743
106,55,6147.858524141321
106,58,5702.2721217372
106,59,5515.987683688614
106,61,5261.7025634848815
106,63,5008.123395340012
106,64,5197.323055938394
106,65,4914.571675764447
106,70,4452.199530520688
106,71,4522.591075884124
106,73,4352.495029079175
106,75,4780.745968103122
106,80,3995.2151992089066
106,81,4156.003410983488
106,84,3783.618494470691
106,85,3511.9344418845103
106,87,4357.990420198227
106,91,3192.6986281593167
106,93,2980.0626208008784
106,97,3836.2930460479865
106,101,2417.3554977404992
106,102,1675.2100598531697
106,103,1201.6140404345879
106,104,3119.483979622403
106,105,2484.2507293136273
106,107,866.3851373398345
107,1,13776.984729542086
107,2,12649.611666370178
107,4,14291.349225696422
107,5,12532.86909353832
107,6,12933.736808979746
107,10,15418.11270490464
107,12,11704.273411260408
107,14,16328.407280959646
107,16,10971.425444289811
107,17,10564.173111737378
107,20,17246.750817974957
107,22,10221.791716663965
107,24,10135.339469656536
107,29,9102.2386645084
107,36,19144.854667209325
107,38,8219.279157735462
107,40,19598.29620106383
107,43,8104.318504162575
107,49,6920.821525206317
107,51,6939.573641561384
107,53,6403.081850845882
107,55,6266.276035081961
107,58,6009.953159451362
107,59,6033.472518166252
107,61,5834.9931980828305
107,63,5851.566528406482
107,64,5583.649672986666
107,65,5584.0100875733915
107,70,5295.642663587158
107,71,5192.029487693068
107,73,5021.93344088812
107,75,4899.163479043762
107,80,4512.700033686544
107,81,4359.740099004406
107,84,4102.017706284968
107,85,4029.4192763621472
107,87,4422.345004771275
107,91,3579.025245207589
107,93,3497.5474552785154
107,97,3899.586448827071
107,101,2535.7730086811393
107,102,2346.2534025896066
107,103,1320.031551375228
107,104,3091.2419155407556
107,105,2366.2331168808973
107,106,866.3851373398345
